CASE	CORPUS	FILE	MATCHLEMMA	COMPLEMENTIZER	TYPE	L1	REGISTER	L_COMP	L_COMPSUBJ	L_COMPREST	L_MATRV2CC	L_MATRBE4S	L_MATRSUBJ	L_MATRS2V	DPCW	DPWC	SURPRISAL
1949	ICE-GB	W2B-037	mean	present	obj	English	written	78	4	74	0	0	5	0	0.0354304449	0.1540764145	6.72173357
1950	ICE-GB	S2A-034	mean	present	obj	English	spoken	154	2	152	0	0	4	0	0.0354304449	0.1540764145	6.847264452
1951	ICE-GB	S1B-053	mean	present	obj	English	spoken	91	2	89	0	0	4	0	0.0354304449	0.1540764145	6.847264452
1952	ICE-GB	S2B-044	mean	present	obj	English	spoken	125	2	123	0	0	32	0	0.0354304449	0.1540764145	6.847264452
1953	ICE-GB	S2A-045	mean	present	obj	English	spoken	166	2	164	0	0	44	0	0.0354304449	0.1540764145	6.847264452
1954	ICLE	GEDR1019	mean	absent	sub	German	written	32	2	30	0	5	4	0	0.0354304449	0.1540764145	6.847264452
1955	ICE-GB	S2B-036	mean	present	obj	English	spoken	30	2	28	0	0	4	0	0.0354304449	0.1540764145	6.847264452
1956	ICE-GB	S2A-049	mean	absent	obj	English	spoken	77	2	75	0	0	2	0	0.0354304449	0.1540764145	6.847264452
1957	ICE-GB	S2A-056	mean	absent	obj	English	spoken	68	2	66	0	0	4	0	0.0354304449	0.1540764145	9.274274593
1958	ICLE	GEBA1049	mean	present	sub	German	written	10	3	7	0	0	13	22	0.0354304449	0.1540764145	6.1114916608
1959	ICE-GB	S1B-014	mean	present	obj	English	spoken	65	3	62	0	0	5	0	0.0354304449	0.1540764145	6.1114916608
1960	ICLE	GEDR1018	mean	present	sub	German	written	61	3	58	0	0	24	0	0.0354304449	0.1540764145	6.1114916608
1961	ICE-GB	S1B-080	mean	absent	obj	English	spoken	72	3	69	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1962	ICE-GB	S1B-038	mean	absent	obj	English	spoken	38	3	35	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1963	ICLE	GEAU1060	mean	present	sub	German	written	15	3	12	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1964	ICE-GB	S2A-061	mean	present	obj	English	spoken	170	3	167	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1965	ICE-GB	S1A-085	mean	present	obj	English	spoken	35	3	32	0	0	2	0	0.0354304449	0.1540764145	6.1114916608
1966	ICE-GB	W2D-004	mean	absent	obj	English	written	145	3	142	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1967	ICE-GB	S1A-081	mean	absent	obj	English	spoken	35	3	32	0	0	2	0	0.0354304449	0.1540764145	6.1114916608
1968	ICE-GB	S1A-047	mean	absent	obj	English	spoken	26	3	23	0	0	2	0	0.0354304449	0.1540764145	6.1114916608
1969	LINDSEI	GE023	mean	present	obj	German	spoken	51	3	48	0	0	23	0	0.0354304449	0.1540764145	6.1114916608
1970	LINDSEI	SP003	mean	absent	obj	Spanish	spoken	49	3	46	0	0	2	0	0.0354304449	0.1540764145	6.1114916608
1971	ICE-GB	S1A-047	mean	absent	obj	English	spoken	10	3	7	0	28	2	0	0.0354304449	0.1540764145	6.1114916608
1972	ICE-GB	S1A-056	mean	absent	obj	English	spoken	126	3	123	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1973	ICE-GB	W2D-001	mean	present	obj	English	written	59	3	56	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1974	ICE-GB	S1A-070	mean	absent	obj	English	spoken	22	3	19	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1975	ICE-GB	W2D-013	mean	absent	obj	English	written	88	3	85	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1976	ICE-GB	W2D-002	mean	absent	obj	English	written	102	3	99	0	0	4	0	0.0354304449	0.1540764145	6.1114916608
1977	ICE-GB	W2D-005	mean	present	obj	English	written	71	3	68	0	0	17	0	0.0354304449	0.1540764145	6.1114916608
1978	ICE-GB	S1B-022	mean	present	obj	English	spoken	81	23	58	0	0	34	0	0.0354304449	0.1540764145	4.9870076699
1979	ICE-GB	S1A-010	mean	absent	obj	English	spoken	31	1	30	0	0	2	0	0.0354304449	0.1540764145	6.9322647053
1980	ICLE	GEAU3010	mean	present	sub	German	written	119	1	118	0	0	5	0	0.0354304449	0.1540764145	6.9322647053
1981	ICLE	GEAU3050	mean	absent	sub	German	written	168	1	167	0	0	5	0	0.0354304449	0.1540764145	6.9322647053
1982	ICLE	GEAU1019	mean	present	sub	German	written	50	1	49	0	0	4	0	0.0354304449	0.1540764145	6.9322647053
1983	ICLE	GEAU3082	mean	present	sub	German	written	100	1	99	0	0	5	0	0.0354304449	0.1540764145	6.9322647053
1984	ICE-GB	S1A-056	mean	absent	obj	English	spoken	27	3	24	0	0	2	0	0.0354304449	0.1540764145	7.6288725618
1985	ICE-GB	S1B-045	mean	present	obj	English	spoken	48	3	45	0	0	77	0	0.0354304449	0.1540764145	7.6288725618
1986	ICLE	GEAU3054	mention	present	obj	German	written	46	1	45	0	0	1	9	-0.0054713805	-0.5211752786	8.139347681
1987	ICE-GB	S1A-059	mention	present	obj	English	spoken	110	1	109	0	0	1	0	-0.0054713805	-0.5211752786	8.139347681
1988	ICE-GB	S1B-014	notice	absent	obj	English	spoken	42	3	39	0	0	3	0	-0.007914487	-0.3708487403	8.8224364102
1989	ICE-GB	S2A-030	notice	present	obj	English	spoken	58	3	55	0	0	3	0	-0.007914487	-0.3708487403	8.8224364102
1990	ICLE	SPM05013	notice	present	obj	Spanish	written	61	42	19	0	30	2	0	-0.007914487	-0.3708487403	4.3108719872
1991	ICE-GB	S2A-043	notice	present	obj	English	spoken	64	31	33	0	0	3	0	-0.007914487	-0.3708487403	4.3108719872
1992	ICE-GB	S2A-062	notice	present	obj	English	spoken	39	27	12	0	20	9	0	-0.007914487	-0.3708487403	3.2378639052
1993	ICE-GB	W1B-022	notice	present	obj	English	written	34	12	22	0	21	1	0	-0.007914487	-0.3708487403	3.2378639052
1994	ICE-GB	W1B-027	notice	present	obj	English	written	36	9	27	0	24	2	0	-0.007914487	-0.3708487403	3.2378639052
1995	ICE-GB	S1A-094	notice	absent	obj	English	spoken	28	4	24	0	0	1	0	-0.007914487	-0.3708487403	8.106280353
1996	ICLE	GEAU3054	notice	present	obj	German	written	80	4	76	0	69	1	0	-0.007914487	-0.3708487403	8.106280353
1997	ICE-GB	S1A-087	notice	absent	obj	English	spoken	36	4	32	0	0	3	0	-0.007914487	-0.3708487403	8.106280353
1998	ICLE	GEAU1005	notice	present	obj	German	written	14	2	12	0	4	3	0	-0.007914487	-0.3708487403	9.3542078665
1999	ICE-GB	W1B-016	occur	present	obj	English	written	91	3	88	5	0	2	0	-0.0004208754	-0.5199110572	6.941241027
2000	ICE-GB	W1B-004	presume	absent	obj	English	written	37	5	32	0	0	1	0	0.0023328149	0.4807770134	7.1253525366
2001	ICE-GB	S1B-050	presume	absent	obj	English	spoken	108	4	104	0	0	1	0	0.0023328149	0.4807770134	5.8034244417
2002	ICE-GB	W2B-014	pretend	present	obj	English	written	170	2	168	0	0	40	0	0.0002284378	0.0257057101	4.3347681954
2003	ICLE	GEAU3078	pretend	present	obj	German	written	40	2	38	0	63	15	6	0.0002284378	0.0257057101	4.3347681954
2004	ICLE	GEAU3008	pretend	present	obj	German	written	63	3	60	0	0	3	17	0.0002284378	0.0257057101	4.7132798186
2005	ICE-GB	S1A-092	pretend	absent	obj	English	spoken	41	3	38	0	0	3	0	0.0002284378	0.0257057101	4.7132798186
2006	ICE-GB	S1A-092	pretend	absent	obj	English	spoken	24	3	21	0	0	3	0	0.0002284378	0.0257057101	4.7132798186
2007	ICLE	GESA4004	propose	present	obj	German	written	63	17	46	0	51	12	0	-0.0018939394	-0.5202791544	4.2855761368
2008	LINDSEI	GE017	prove	present	obj	German	spoken	32	19	13	0	0	1	0	-0.0072029916	-0.4466112013	9.5391013399
2009	ICLE	SPM04018	prove	present	obj	Spanish	written	54	38	16	0	7	2	2	-0.0072029916	-0.4466112013	4.1382219036
2010	ICE-GB	S2A-061	prove	present	obj	English	spoken	82	32	50	0	8	13	0	-0.0072029916	-0.4466112013	4.1382219036
2011	LINDSEI	GE017	prove	present	obj	German	spoken	49	16	33	0	0	1	0	-0.0072029916	-0.4466112013	4.1382219036
2012	ICE-GB	S1B-055	prove	present	obj	English	spoken	77	2	75	0	0	5	0	-0.0072029916	-0.4466112013	5.4504301487
2013	ICE-GB	S2A-063	provide	present	obj	English	spoken	170	96	74	0	0	34	0	-0.0002425106	-0.1198665453	3.1232088103
2014	LINDSEI	SP044	realis|ze	present	obj	Spanish	spoken	33	1	32	0	0	1	0	-0.0151776971	-0.2521299767	5.6234106226
2015	ICE-GB	S2A-040	realis|ze	absent	obj	English	spoken	17	2	15	0	0	11	0	-0.0151776971	-0.2521299767	4.6411126243
2016	LINDSEI	SP041	realis|ze	present	obj	Spanish	spoken	9	2	7	0	0	3	0	-0.0151776971	-0.2521299767	4.6411126243
2017	ICE-GB	S1A-059	realis|ze	absent	obj	English	spoken	138	2	136	0	0	1	0	-0.0151776971	-0.2521299767	4.6411126243
2018	ICE-GB	S1A-071	realis|ze	absent	obj	English	spoken	17	2	15	0	0	1	0	-0.0151776971	-0.2521299767	4.6411126243
2019	ICE-GB	S1A-068	realis|ze	absent	obj	English	spoken	37	3	34	0	0	1	0	-0.0151776971	-0.2521299767	6.9809626272
2020	ICLE	SPM06011	realis|ze	present	obj	Spanish	written	22	14	8	0	15	4	0	-0.0151776971	-0.2521299767	6.9809626272
2021	ICLE	SPM02011	realis|ze	absent	obj	Spanish	written	46	3	43	0	0	11	0	-0.0151776971	-0.2521299767	6.9809626272
2022	LINDSEI	SP019	realis|ze	present	obj	Spanish	spoken	36	3	33	0	0	1	0	-0.0151776971	-0.2521299767	6.9809626272
2023	ICLE	SPAL1005	realis|ze	present	obj	Spanish	written	71	14	57	0	19	2	0	-0.0151776971	-0.2521299767	1.3434320757
2024	ICE-GB	S1B-072	realis|ze	present	obj	English	spoken	81	4	77	0	0	1	0	-0.0151776971	-0.2521299767	1.3434320757
2025	ICLE	GEAU1043	realis|ze	present	obj	German	written	31	15	16	0	27	2	7	-0.0151776971	-0.2521299767	3.6059231959
2026	ICE-GB	W2B-030	realis|ze	present	obj	English	written	91	47	44	0	0	41	0	-0.0151776971	-0.2521299767	3.6059231959
2027	ICLE	SPM01018	realis|ze	present	obj	Spanish	written	53	31	22	0	35	2	0	-0.0151776971	-0.2521299767	3.6059231959
2028	ICLE	GEBA1037	realis|ze	present	obj	German	written	70	14	56	0	0	55	0	-0.0151776971	-0.2521299767	6.0502252897
2029	ICE-GB	S1A-080	realis|ze	present	obj	English	spoken	23	5	18	0	4	2	0	-0.0151776971	-0.2521299767	6.7715092616
2030	ICE-GB	W2B-021	realis|ze	present	obj	English	written	99	5	94	0	0	11	0	-0.0151776971	-0.2521299767	6.7715092616
2031	ICE-GB	S1B-048	realis|ze	absent	obj	English	spoken	18	5	13	0	0	1	0	-0.0151776971	-0.2521299767	6.7715092616
2032	LINDSEI	GE048	realis|ze	present	obj	German	spoken	58	5	53	0	4	3	0	-0.0151776971	-0.2521299767	6.7715092616
2033	ICLE	SPM05010	realis|ze	present	obj	Spanish	written	93	4	89	0	5	5	8	-0.0151776971	-0.2521299767	5.7330351138
2034	ICLE	GEBA1052	realis|ze	present	obj	German	written	21	4	17	0	4	12	7	-0.0151776971	-0.2521299767	5.7330351138
2035	ICE-GB	W1B-026	realis|ze	present	obj	English	written	69	4	65	0	0	1	0	-0.0151776971	-0.2521299767	5.6771818791
2036	ICE-GB	S1B-058	realis|ze	absent	obj	English	spoken	339	4	335	0	0	1	0	-0.0151776971	-0.2521299767	5.6771818791
2037	ICE-GB	S1A-071	realis|ze	absent	obj	English	spoken	20	4	16	0	0	3	0	-0.0151776971	-0.2521299767	5.6771818791
2038	ICE-GB	W1B-021	realis|ze	absent	obj	English	written	57	4	53	0	0	1	0	-0.0151776971	-0.2521299767	5.6771818791
2039	ICLE	SPM10008	realis|ze	present	obj	Spanish	written	33	2	31	0	0	2	5	-0.0151776971	-0.2521299767	6.9809626272
2040	ICE-GB	S2A-064	realis|ze	absent	obj	English	spoken	39	2	37	0	0	6	0	-0.0151776971	-0.2521299767	6.9809626272
2041	ICLE	SPM03006	realis|ze	absent	obj	Spanish	written	49	3	46	0	6	3	0	-0.0151776971	-0.2521299767	5.8110376258
2042	ICE-GB	S2B-038	realis|ze	absent	obj	English	spoken	68	2	66	0	4	12	0	-0.0151776971	-0.2521299767	4.8907294537
2043	ICE-GB	S2B-027	realis|ze	present	obj	English	spoken	32	2	30	0	0	4	0	-0.0151776971	-0.2521299767	4.8907294537
2044	ICE-GB	W2C-014	realis|ze	absent	obj	English	written	55	1	54	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2045	LINDSEI	GE013	realis|ze	absent	obj	German	spoken	50	1	49	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2046	ICE-GB	S1B-066	realis|ze	absent	obj	English	spoken	10	1	9	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2047	LINDSEI	SP043	realis|ze	absent	obj	Spanish	spoken	43	1	42	0	3	1	0	-0.0151776971	-0.2521299767	5.3727456528
2048	LINDSEI	SP022	realis|ze	present	obj	Spanish	spoken	14	1	13	0	4	1	0	-0.0151776971	-0.2521299767	5.3727456528
2049	ICE-GB	S1B-018	realis|ze	absent	obj	English	spoken	91	1	90	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2050	ICE-GB	S1A-064	realis|ze	present	obj	English	spoken	58	1	57	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2051	ICE-GB	S1B-066	realis|ze	absent	obj	English	spoken	15	1	14	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2052	LINDSEI	SP022	realis|ze	present	obj	Spanish	spoken	18	1	17	0	0	1	0	-0.0151776971	-0.2521299767	5.3727456528
2053	LINDSEI	GE013	realis|ze	present	obj	German	spoken	35	2	33	0	0	1	0	-0.0151776971	-0.2521299767	4.6191835481
2054	ICE-GB	W1B-003	realis|ze	absent	obj	English	written	27	2	25	0	0	1	0	-0.0151776971	-0.2521299767	4.6191835481
2055	ICE-GB	S1A-087	realis|ze	present	obj	English	spoken	40	5	35	0	0	1	0	-0.0151776971	-0.2521299767	6.5636884355
2056	ICE-GB	W2C-015	realis|ze	absent	obj	English	written	108	5	103	0	0	2	0	-0.0151776971	-0.2521299767	6.5636884355
2057	LINDSEI	GE019	realis|ze	absent	obj	German	spoken	13	4	9	0	11	1	0	-0.0151776971	-0.2521299767	6.0821555244
2058	LINDSEI	GE011	realis|ze	present	obj	German	spoken	15	3	12	0	0	4	0	-0.0151776971	-0.2521299767	7.4336278949
2059	ICE-GB	S1B-049	realis|ze	absent	obj	English	spoken	31	3	28	0	0	1	0	-0.0151776971	-0.2521299767	7.4336278949
2060	ICLE	GESA2001	realis|ze	present	obj	German	written	45	21	24	0	0	2	0	-0.0151776971	-0.2521299767	3.7387943831
2061	ICLE	GESA5023	realis|ze	present	obj	German	written	94	31	63	0	0	3	0	-0.0151776971	-0.2521299767	9.1478471744
2062	ICLE	GEAU3026	realis|ze	present	obj	German	written	76	37	39	0	9	3	4	-0.0151776971	-0.2521299767	9.1478471744
2063	ICLE	SPAL1001	realis|ze	present	obj	Spanish	written	23	2	21	0	28	2	3	-0.0151776971	-0.2521299767	6.0185641574
2064	ICLE	SPAL1004	realis|ze	present	obj	Spanish	written	12	2	10	0	25	2	0	-0.0151776971	-0.2521299767	6.0185641574
2065	ICLE	SPM06007	realis|ze	present	obj	Spanish	written	38	2	36	0	0	13	0	-0.0151776971	-0.2521299767	6.0185641574
2066	ICLE	SPAL1010	realis|ze	absent	obj	Spanish	written	23	2	21	0	0	2	0	-0.0151776971	-0.2521299767	6.0185641574
2067	ICLE	SPAL1010	realis|ze	absent	obj	Spanish	written	12	2	10	0	0	2	0	-0.0151776971	-0.2521299767	6.0185641574
2068	ICLE	GESA5031	realis|ze	present	obj	German	written	58	1	57	0	46	1	9	-0.0151776971	-0.2521299767	5.5039909846
2069	ICLE	GESA5013	realis|ze	present	obj	German	written	51	2	49	0	0	1	0	-0.0151776971	-0.2521299767	4.353431308
2070	ICLE	GESA5022	realis|ze	present	obj	German	written	119	2	117	0	0	4	6	-0.0151776971	-0.2521299767	4.353431308
2071	ICLE	GEAU3085	realis|ze	present	obj	German	written	56	2	54	0	2	3	119	-0.0151776971	-0.2521299767	4.353431308
2072	ICLE	GESA4003	realis|ze	present	obj	German	written	145	2	143	0	4	35	0	-0.0151776971	-0.2521299767	4.353431308
2073	ICLE	SPAL1006	realis|ze	present	obj	Spanish	written	45	2	43	0	0	2	0	-0.0151776971	-0.2521299767	4.353431308
2074	ICLE	GEBA1059	realis|ze	present	obj	German	written	57	3	54	0	126	1	12	-0.0151776971	-0.2521299767	8.5628846736
2075	ICLE	SPM03020	realis|ze	absent	obj	Spanish	written	32	6	26	0	4	3	0	-0.0151776971	-0.2521299767	11.1478471743
2076	ICLE	SPM08011	realis|ze	absent	obj	Spanish	written	44	14	30	0	61	6	5	-0.0151776971	-0.2521299767	1.4771909252
2077	ICLE	GESA3007	realis|ze	present	obj	German	written	60	37	23	0	49	2	4	-0.0151776971	-0.2521299767	3.9779221729
2078	ICLE	SPAL1006	realis|ze	absent	obj	Spanish	written	31	10	21	0	4	2	0	-0.0151776971	-0.2521299767	3.9779221729
2079	ICLE	SPM07022	realis|ze	present	obj	Spanish	written	105	12	93	0	63	3	0	-0.0151776971	-0.2521299767	3.9779221729
2080	ICLE	GEAU3098	realis|ze	present	obj	German	written	88	35	53	0	7	3	8	-0.0151776971	-0.2521299767	3.9779221729
2081	ICLE	SPM10006	realis|ze	present	obj	Spanish	written	101	58	43	0	61	3	0	-0.0151776971	-0.2521299767	3.9779221729
2082	ICLE	GEDR1004	realis|ze	present	obj	German	written	68	32	36	0	0	11	0	-0.0151776971	-0.2521299767	3.9779221729
2083	ICE-GB	S1A-046	realis|ze	absent	obj	English	spoken	53	4	49	0	0	1	0	-0.0151776971	-0.2521299767	5.9779221729
2084	ICE-GB	S1A-007	realis|ze	absent	obj	English	spoken	85	4	81	0	0	13	0	-0.0151776971	-0.2521299767	5.9779221729
2085	ICLE	GEBA1062	realis|ze	present	obj	German	written	120	4	116	0	12	4	0	-0.0151776971	-0.2521299767	5.9779221729
2086	ICLE	SPM04002	realis|ze	present	obj	Spanish	written	61	30	31	0	0	7	0	-0.0151776971	-0.2521299767	5.9779221729
2087	ICLE	GEAU1034	realis|ze	present	obj	German	written	61	2	59	0	0	2	12	-0.0151776971	-0.2521299767	6.8259190795
2088	ICLE	GEAU3070	realis|ze	present	obj	German	written	116	2	114	0	0	6	4	-0.0151776971	-0.2521299767	6.8259190795
2089	ICLE	GESA5021	realis|ze	present	obj	German	written	134	12	122	0	0	3	4	-0.0151776971	-0.2521299767	5.1254793613
2090	ICLE	GESA5024	realis|ze	present	obj	German	written	20	3	17	0	12	3	7	-0.0151776971	-0.2521299767	5.1254793613
2091	ICLE	GEAU3068	realis|ze	present	obj	German	written	73	1	72	0	56	1	0	-0.0151776971	-0.2521299767	5.2717304286
2092	ICLE	GEAU3034	realis|ze	present	obj	German	written	74	1	73	0	25	1	0	-0.0151776971	-0.2521299767	5.2717304286
2093	ICLE	GEAU4010	realis|ze	present	obj	German	written	56	1	55	0	16	1	0	-0.0151776971	-0.2521299767	5.2717304286
2094	ICLE	GEAU3098	realis|ze	present	obj	German	written	18	1	17	0	17	1	0	-0.0151776971	-0.2521299767	5.2717304286
2095	ICE-GB	W2D-019	realis|ze	present	obj	English	written	51	2	49	0	0	37	0	-0.0151776971	-0.2521299767	4.7300211258
2096	ICLE	GESA5023	realis|ze	present	obj	German	written	88	2	86	0	0	4	0	-0.0151776971	-0.2521299767	4.7300211258
2097	ICLE	GESA4004	realis|ze	present	obj	German	written	35	22	13	0	0	31	0	-0.0151776971	-0.2521299767	4.5755111768
2098	ICLE	GEAU3061	realis|ze	present	obj	German	written	18	1	17	0	2	2	0	-0.0151776971	-0.2521299767	7.269088014
2099	ICLE	GEAU1001	reckon	present	obj	German	written	47	3	44	0	23	1	0	-0.0006794225	-0.1866423924	5.0216801633
2100	ICE-GB	W2B-015	recognis|ze	present	obj	English	written	50	20	30	0	10	10	0	-0.0046617026	-0.4440495675	2.2299898101
2101	ICLE	GEAU3053	recognis|ze	present	obj	German	written	37	5	32	0	0	3	7	-0.0046617026	-0.4440495675	9.3103632266
2102	ICE-GB	S1B-006	recognis|ze	absent	obj	English	spoken	211	5	206	0	60	2	8	-0.0046617026	-0.4440495675	9.3103632266
2103	ICE-GB	W1B-016	regret	present	obj	English	written	75	1	74	0	0	1	0	-0.0004529484	-0.1865857769	6.3865537845
2104	ICLE	GEAU3096	regret	present	obj	German	written	81	1	80	0	0	1	6	-0.0004529484	-0.1865857769	6.3865537845
2105	ICLE	SPM10012	regret	present	obj	Spanish	written	36	2	34	0	137	1	2	-0.0004529484	-0.1865857769	3.4796631889
2106	ICLE	GEAU2020	remember	present	obj	German	written	37	2	35	4	0	1	0	-0.0025713983	-0.1483576009	5.9246971222
2107	LINDSEI	GE002	remember	absent	obj	German	spoken	27	1	26	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2108	ICE-GB	S1B-011	remember	absent	obj	English	spoken	143	1	142	0	0	3	0	-0.0025713983	-0.1483576009	5.9024908698
2109	LINDSEI	SP046	remember	absent	obj	Spanish	spoken	50	1	49	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2110	ICE-GB	W2F-007	remember	absent	obj	English	written	38	1	37	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2111	ICLE	GESA5005	remember	present	obj	German	written	34	1	33	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2112	ICE-GB	S1A-040	remember	absent	obj	English	spoken	37	1	36	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2113	LINDSEI	SP033	remember	present	obj	Spanish	spoken	21	1	20	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2114	ICE-GB	S1A-072	remember	absent	obj	English	spoken	65	1	64	0	0	1	0	-0.0025713983	-0.1483576009	5.9024908698
2115	ICLE	GEAU1023	remember	present	obj	German	written	78	2	76	0	80	1	8	-0.0025713983	-0.1483576009	5.1128379495
2116	LINDSEI	SP024	remember	absent	obj	Spanish	spoken	26	2	24	0	0	1	0	-0.0025713983	-0.1483576009	5.1128379495
2117	ICE-GB	S1B-010	remember	absent	obj	English	spoken	75	3	72	0	0	3	0	-0.0025713983	-0.1483576009	7.8337781197
2118	LINDSEI	SP006	remember	absent	obj	Spanish	spoken	52	1	51	0	0	1	0	-0.0025713983	-0.1483576009	3.4844325937
2119	ICE-GB	S1B-032	remember	present	obj	English	spoken	97	19	78	0	0	3	4	-0.0025713983	-0.1483576009	3.4844325937
2120	ICE-GB	S2B-031	remember	present	obj	English	spoken	112	43	69	0	0	2	0	-0.0025713983	-0.1483576009	3.4844325937
2121	ICE-GB	S1B-047	remember	present	obj	English	spoken	119	40	79	0	0	1	0	-0.0025713983	-0.1483576009	3.4844325937
2122	ICE-GB	S1A-056	remember	absent	obj	English	spoken	22	10	12	0	0	1	0	-0.0025713983	-0.1483576009	3.4844325937
2123	ICE-GB	W2B-019	reply	present	obj	English	written	102	43	59	0	4	18	0	-0.0004208754	-0.5199110572	4.5684072056
2124	ICE-GB	W2B-020	reveal	present	obj	English	written	78	3	75	0	22	29	0	-0.0018939394	-0.5202791544	7.6912935141
2125	ICLE	GEBA1029	reveal	present	obj	German	written	126	9	117	0	11	27	4	-0.0018939394	-0.5202791544	3.8131858191
2126	ICE-GB	W2B-010	reveal	present	obj	English	written	89	27	62	0	0	93	0	-0.0018939394	-0.5202791544	3.8131858191
2127	ICE-GB	S2B-047	say	absent	obj	English	spoken	59	32	27	0	4	2	0	-0.0032426389	-0.0076675563	6.7081499645
2128	ICLE	GEDR1023	say	present	obj	German	written	54	20	34	0	7	2	7	-0.0032426389	-0.0076675563	6.7081499645
2129	ICE-GB	S2B-001	say	absent	obj	English	spoken	122	66	56	0	0	21	0	-0.0032426389	-0.0076675563	8.9468496987
2130	ICE-GB	S2B-006	say	absent	obj	English	spoken	86	43	43	0	0	5	0	-0.0032426389	-0.0076675563	12.8571711997
2131	ICE-GB	S2B-005	say	present	obj	English	spoken	90	71	19	0	33	21	0	-0.0032426389	-0.0076675563	14.3425980268
2132	ICE-GB	W1A-013	say	present	obj	English	written	72	14	58	0	0	2	0	-0.0032426389	-0.0076675563	7.5468830204
2133	ICE-GB	S2B-005	say	absent	obj	English	spoken	114	17	97	0	57	2	0	-0.0032426389	-0.0076675563	12.2050945031
2134	ICE-GB	S2B-018	say	present	obj	English	spoken	66	27	39	0	0	40	0	-0.0032426389	-0.0076675563	12.2050945031
2135	ICE-GB	S2B-005	say	absent	obj	English	spoken	56	7	49	0	0	36	0	-0.0032426389	-0.0076675563	12.2050945031
2136	ICE-GB	S2B-007	say	present	obj	English	spoken	69	8	61	0	0	2	0	-0.0032426389	-0.0076675563	14.079563621
2137	ICE-GB	S2B-004	say	present	obj	English	spoken	72	21	51	0	0	53	0	-0.0032426389	-0.0076675563	11.9921007798
2138	ICE-GB	W2C-011	say	absent	obj	English	written	40	8	32	0	0	107	0	-0.0032426389	-0.0076675563	11.8831664082
2139	ICE-GB	S2B-004	say	present	obj	English	spoken	95	8	87	0	31	2	0	-0.0032426389	-0.0076675563	17.6645261217
2140	ICE-GB	S1B-029	say	present	obj	English	spoken	39	5	34	0	4	12	0	-0.0032426389	-0.0076675563	8.760644276
2141	ICE-GB	S2B-017	say	absent	obj	English	spoken	61	26	35	0	0	28	0	-0.0032426389	-0.0076675563	12.9640864036
2142	ICE-GB	S2B-007	say	absent	obj	English	spoken	88	39	49	0	57	2	0	-0.0032426389	-0.0076675563	14.6645261217
2143	ICE-GB	S1B-065	say	absent	obj	English	spoken	25	14	11	0	0	2	0	-0.0032426389	-0.0076675563	12.6645261217
2144	ICE-GB	S1B-033	say	absent	obj	English	spoken	48	2	46	0	4	2	0	-0.0032426389	-0.0076675563	5.1629376988
2145	ICE-GB	S1A-028	say	absent	obj	English	spoken	168	2	166	0	0	3	0	-0.0032426389	-0.0076675563	5.1629376988
2146	ICE-GB	S2B-017	say	absent	obj	English	spoken	57	2	55	0	0	71	0	-0.0032426389	-0.0076675563	5.1629376988
2147	ICE-GB	W2C-006	say	absent	obj	English	written	44	2	42	0	108	7	0	-0.0032426389	-0.0076675563	5.1629376988
2148	ICE-GB	W2C-019	say	absent	obj	English	written	121	2	119	0	0	8	0	-0.0032426389	-0.0076675563	5.1629376988
