CASE	DURATION	POSINTURN	SEX	CLASS	LENGTH	VOWELS	SURPRISAL	FREQ
2258	35	3	male	closed	1	one	4	14
2259	138	5	male	open	3	two+	7	14
2260	66	7	male	closed	2	two+	9	15
2261	432	8	male	propname	5	two+	13	5
2262	112	9	male	closed	1	one	3	17
2263	233	10	male	open	2	two+	7	16
2264	200	1	female	closed	2	one	6	16
2265	93	3	female	closed	1	one	2	18
2266	91	5	female	closed	2	one	4	16
2267	119	7	female	open	3	two+	1	15
2268	81	8	female	closed	1	one	2	17
2269	128	9	female	open	3	two+	4	13
2270	78	10	female	closed	2	two+	0	17
2271	180	1	female	closed	2	two+	6	16
2272	145	2	female	closed	3	two+	4	16
2273	91	3	female	closed	2	one	5	15
2274	54	5	female	closed	1	one	3	15
2275	132	6	female	number	3	one	9	15
2276	89	7	female	closed	2	two+	3	17
2277	128	8	female	closed	2	two+	2	18
2278	407	9	female	open	7	two+	16	6
2279	410	1	male	closed	2	one	6	16
2280	155	3	male	closed	2	two+	6	16
2281	254	5	male	open	4	two+	15	4
2282	98	6	male	closed	3	two+	0	17
2283	378	7	male	open	4	two+	13	5
2284	115	8	male	closed	1	one	5	15
2285	210	10	male	closed	2	one	7	16
2286	158	2	female	closed	2	two+	6	16
2287	111	3	female	closed	3	two+	5	14
2288	106	4	female	closed	1	one	2	17
2289	297	5	female	propname	3	one	13	6
2290	229	6	female	number	4	one	6	13
2291	141	8	female	closed	3	one	7	15
2292	151	9	female	closed	2	one	1	16
2293	96	10	female	closed	2	one	5	16
2294	111	1	male	closed	2	one	6	16
2295	160	2	male	closed	2	one	10	14
2296	52	4	male	closed	2	one	2	18
2297	170	5	male	open	2	two+	3	15
2298	230	7	male	open	4	two+	16	9
2299	155	8	male	closed	2	one	7	16
2300	155	9	male	closed	1	one	4	15
2301	154	10	male	closed	3	one	8	15
2302	237	1	male	closed	2	one	6	16
2303	164	2	male	closed	2	one	7	15
2304	41	3	male	closed	1	one	2	17
2305	263	4	male	closed	3	one	6	15
2306	154	8	male	closed	2	one	8	16
2307	282	10	male	closed	2	one	6	15
2308	278	1	male	closed	2	two+	6	16
2309	79	3	male	closed	2	one	3	14
2310	188	4	male	closed	2	one	5	15
2311	195	5	male	unclear	1	one	8	16
2312	163	8	male	open	2	two+	6	13
2313	277	9	male	closed	3	one	5	12
2314	138	1	female	closed	2	one	6	16
2315	144	2	female	open	3	two+	5	15
2316	105	3	female	closed	2	one	5	16
2317	64	4	female	closed	1	one	2	15
2318	338	7	female	propname	6	one	16	3
2319	289	10	female	propname	6	one	15	2
2320	112	2	male	open	3	two+	5	15
2321	91	3	male	closed	2	one	4	16
2322	124	4	male	closed	2	two+	5	16
2323	80	5	male	closed	3	two+	5	14
2324	77	6	male	closed	2	one	2	16
2325	74	8	male	closed	2	one	5	16
2326	178	10	male	open	3	two+	6	12
2327	212	1	female	closed	3	one	8	15
2328	181	2	female	closed	1	one	3	18
2329	138	3	female	closed	1	one	4	15
2330	187	4	female	closed	1	one	8	17
2331	225	5	female	closed	3	one	13	14
2332	208	6	female	number	2	one	6	14
2333	125	9	female	closed	2	two+	4	17
2334	200	1	male	closed	3	one	8	15
2335	105	2	male	closed	1	one	3	18
2336	171	3	male	open	4	two+	6	14
2337	183	5	male	open	2	two+	7	11
2338	120	6	male	closed	2	one	2	16
2339	160	8	male	unclear	1	one	7	16
2340	398	9	male	open	5	two+	14	9
2341	207	1	female	closed	3	one	8	15
2342	224	2	female	closed	3	one	5	17
2343	94	3	female	closed	2	one	5	16
2344	91	5	female	open	3	one	1	15
2345	189	6	female	open	3	two+	10	12
2346	407	7	female	open	4	one	11	3
2347	579	8	female	open	4	one	3	9
2348	139	9	female	closed	2	two+	3	16
2349	234	10	female	open	2	one	6	16
2350	129	2	female	closed	3	two+	5	17
2351	86	3	female	closed	1	one	2	17
2352	385	4	female	open	3	one	5	15
2353	131	5	female	closed	2	one	8	16
2354	100	6	female	closed	3	two+	3	16
2355	156	10	female	closed	2	two+	5	16
2356	451	1	male	closed	3	one	8	15
2357	540	4	male	open	6	two+	9	11
2358	174	6	male	closed	1	one	2	15
2359	295	7	male	open	4	two+	15	7
2360	517	9	male	open	6	two+	13	11
2361	400	10	male	open	2	one	10	14
2362	76	1	male	closed	2	one	5	18
2363	72	2	male	closed	1	one	6	14
2364	299	4	male	open	5	two+	8	9
2365	207	5	male	closed	3	one	5	17
2366	74	6	male	closed	2	two+	7	15
2367	40	7	male	closed	2	one	1	18
2368	43	8	male	closed	1	one	3	15
2369	141	9	male	closed	3	two+	3	15
2370	383	10	male	open	5	two+	10	9
2371	72	2	female	closed	1	one	4	15
2372	91	3	female	open	3	two+	1	15
2373	56	4	female	closed	1	one	2	17
2374	176	5	female	open	3	two+	7	12
2375	186	6	female	open	3	two+	10	13
2376	62	7	female	closed	2	one	0	17
2377	445	8	female	open	5	one	14	6
2378	112	9	female	closed	3	two+	6	16
2379	203	10	female	closed	2	one	3	18
2380	92	1	male	closed	2	one	5	18
2381	67	2	male	closed	1	one	4	15
2382	127	3	male	open	3	two+	1	15
2383	123	4	male	closed	2	one	3	18
2384	356	5	male	open	4	two+	13	7
2385	606	6	male	open	5	two+	5	11
2386	289	7	male	closed	3	two+	7	15
2387	157	8	male	closed	3	two+	9	16
2388	124	9	male	closed	2	one	3	16
2389	174	10	male	closed	2	one	4	18
2390	99	1	male	closed	2	one	5	18
2391	50	2	male	closed	1	one	4	15
2392	117	3	male	open	3	two+	1	15
2393	61	4	male	closed	2	one	3	17
2394	37	5	male	closed	2	one	3	15
2395	188	6	male	open	3	two+	4	11
2396	236	8	male	open	3	two+	10	8
2397	166	9	male	closed	3	one	0	15
2398	133	1	female	closed	2	one	5	18
2399	153	3	female	open	3	two+	1	15
2400	74	5	female	closed	2	one	3	15
2401	151	6	female	open	3	two+	4	11
2402	182	8	female	open	3	two+	10	8
2403	115	9	female	closed	3	two+	0	15
2404	186	10	female	closed	2	one	4	17
2405	96	1	female	closed	2	one	5	18
2406	269	3	female	open	3	two+	9	9
2407	84	4	female	closed	2	one	5	14
2408	280	5	female	open	6	two+	8	10
2409	106	6	female	closed	3	two+	6	16
2410	148	7	female	closed	3	one	6	15
2411	467	10	female	propname	4	one	10	6
2412	126	1	female	closed	2	two+	5	18
2413	101	2	female	closed	3	one	4	15
2414	156	3	female	closed	2	two+	4	16
2415	201	4	female	closed	3	one	4	17
2416	172	5	female	closed	3	one	11	11
2417	102	6	female	closed	1	one	2	18
2418	71	8	female	closed	2	two+	3	18
2419	273	9	female	open	5	one	11	9
2420	251	10	female	closed	2	one	4	14
2421	112	1	female	closed	2	one	5	18
2422	174	2	female	closed	3	one	4	15
2423	211	3	female	open	3	one	10	9
2424	221	4	female	closed	3	one	2	16
2425	249	5	female	open	6	two+	6	10
2426	294	6	female	closed	2	one	7	16
2427	226	7	female	open	3	two+	8	10
2428	144	8	female	closed	2	one	3	17
2429	198	9	female	closed	2	two+	6	17
2430	363	10	female	closed	2	one	6	14
2431	135	1	male	closed	2	two+	5	18
2432	109	2	male	closed	3	two+	4	15
2433	211	3	male	closed	3	two+	5	16
2434	393	4	male	propname	6	one	16	3
2435	331	5	male	propname	5	one	0	10
2436	226	7	male	number	3	two+	10	13
2437	313	8	male	open	6	two+	4	11
2438	114	9	male	closed	2	one	7	15
2439	187	10	male	closed	2	one	1	18
2440	121	2	male	closed	2	two+	4	16
2441	138	3	male	closed	2	one	1	16
2442	154	4	male	open	2	two+	8	10
2443	222	5	male	closed	4	two+	4	15
2444	308	6	male	open	3	two+	10	13
2445	113	8	male	closed	2	one	5	17
2446	324	10	male	open	4	one	14	4
2447	147	1	female	closed	2	one	5	18
2448	64	2	female	closed	2	two+	4	16
2449	74	3	female	closed	2	two+	1	16
2450	156	4	female	open	3	two+	7	13
2451	191	5	female	closed	3	one	6	13
2452	305	6	female	open	5	two+	8	9
2453	103	7	female	closed	2	one	2	17
2454	144	9	female	closed	2	two+	7	16
2455	118	10	female	closed	2	one	2	18
2456	109	1	female	closed	2	one	5	18
2457	209	2	female	open	3	one	6	15
2458	120	4	female	closed	1	one	5	18
2459	96	7	female	closed	2	one	5	17
2460	174	9	female	open	3	two+	5	15
2461	359	10	female	open	6	two+	12	11
2462	133	1	female	closed	2	one	5	18
2463	157	2	female	closed	3	two+	5	16
2464	154	3	female	closed	2	one	3	16
2465	252	4	female	open	3	two+	5	15
2466	166	6	female	open	3	two+	14	6
2467	241	7	female	open	3	two+	4	2
2468	175	8	female	open	2	one	2	12
2469	161	9	female	closed	3	one	7	16
2470	194	10	female	closed	2	one	3	18
2471	90	1	male	closed	2	two+	5	18
2472	327	2	male	open	4	two+	12	11
2473	94	3	male	closed	2	one	4	13
2474	183	4	male	open	3	two+	11	13
2475	136	7	male	closed	2	two+	6	14
2476	116	8	male	closed	2	one	4	17
2477	176	9	male	closed	2	one	3	18
2478	514	10	male	open	5	two+	9	9
2479	107	1	male	closed	2	one	5	18
2480	166	2	male	open	2	two+	3	15
2481	97	3	male	closed	2	one	5	16
2482	128	4	male	closed	1	one	3	15
2483	469	5	male	open	7	one	9	9
2484	89	6	male	closed	2	one	1	17
2485	141	8	male	closed	2	one	3	18
2486	268	9	male	open	2	two+	8	11
2487	468	10	male	open	7	two+	11	9
2488	135	1	female	closed	2	one	5	18
2489	202	2	female	open	3	two+	10	12
2490	181	3	female	closed	2	one	5	14
2491	224	4	female	open	3	two+	9	13
2492	122	5	female	closed	2	one	1	15
2493	169	6	female	closed	2	two+	7	18
2494	118	8	female	closed	1	one	4	15
2495	582	9	female	open	6	two+	15	0
2496	219	10	female	closed	3	two+	0	13
2497	160	1	male	closed	2	one	5	18
2498	93	3	male	closed	3	two+	8	14
2499	127	4	male	closed	2	one	2	18
2500	148	5	male	open	2	two+	5	14
2501	209	6	male	propname	4	one	14	6
2502	175	7	male	open	3	two+	6	12
2503	164	8	male	closed	3	one	4	13
2504	76	9	male	closed	2	one	7	17
2505	181	1	female	closed	2	two+	5	18
2506	55	2	female	open	4	two+	5	14
2507	127	3	female	closed	3	two+	5	14
2508	270	4	female	open	4	two+	13	11
2509	128	6	female	closed	3	one	5	14
2510	179	7	female	closed	1	one	3	18
2511	106	8	female	unclear	2	one	9	11
2512	70	9	female	closed	2	one	0	16
2513	149	1	female	closed	2	two+	5	18
2514	129	3	female	closed	2	two+	2	15
2515	119	4	female	closed	2	one	4	18
2516	328	5	female	open	4	two+	15	6
2517	202	7	female	closed	2	one	6	15
2518	239	9	female	closed	3	two+	7	13
2519	208	10	female	open	3	two+	6	15
2520	81	1	male	closed	2	two+	8	14
2521	163	2	male	open	3	two+	6	11
2522	100	3	male	closed	1	one	4	17
2523	175	4	male	closed	3	one	4	15
2524	368	5	male	closed	3	one	11	14
2525	80	6	male	closed	2	one	6	18
2526	231	8	male	closed	3	one	3	15
2527	289	9	male	open	5	two+	8	12
2528	309	10	male	closed	2	two+	3	17
2529	220	1	male	closed	1	one	10	12
2530	129	3	male	open	3	one	6	15
2531	115	4	male	closed	2	one	6	18
2532	161	5	male	open	2	two+	3	15
2533	255	6	male	propname	5	one	14	6
2534	211	7	male	open	3	two+	6	6
2535	101	8	male	closed	2	one	4	16
2536	103	9	male	closed	2	two+	6	14
2537	426	10	male	open	3	two+	8	10
2538	279	2	male	open	3	one	8	15
2539	140	3	male	closed	1	one	2	18
2540	85	5	male	closed	2	one	4	17
2541	181	6	male	propname	4	one	15	7
2542	346	2	female	closed	3	one	5	13
2543	424	4	female	open	6	two+	8	11
2544	72	5	female	closed	3	one	3	17
2545	81	6	female	closed	2	two+	4	18
2546	117	7	female	closed	2	two+	6	13
2547	173	8	female	closed	2	one	0	16
2548	148	10	female	closed	2	one	4	17
2549	154	1	male	closed	3	two+	5	17
2550	139	2	male	closed	1	one	3	18
2551	182	3	male	open	3	one	9	10
2552	438	4	male	closed	3	one	6	13
2553	376	5	male	closed	5	one	8	14
2554	129	6	male	closed	2	two+	3	18
2555	211	7	male	open	2	two+	3	15
2556	332	8	male	propname	3	one	13	9
2557	232	9	male	open	3	two+	8	12
2558	437	10	male	closed	2	one	3	15
2559	125	1	male	closed	3	one	5	17
2560	156	2	male	open	3	two+	4	15
2561	80	3	male	closed	2	one	5	16
2562	196	4	male	closed	3	one	3	16
2563	475	6	male	propname	5	one	8	6
2564	38	7	male	closed	1	one	2	17
2565	181	8	male	closed	3	two+	12	14
2566	561	10	male	open	6	one	14	9
2567	110	1	female	closed	3	two+	5	17
2568	106	3	female	closed	2	one	2	18
2569	142	4	female	open	4	two+	6	15
2570	110	5	female	closed	2	one	4	18
2571	215	6	female	closed	1	one	6	15
2572	105	7	female	closed	2	one	2	18
2573	39	8	female	closed	1	one	3	15
2574	217	9	female	open	8	two+	7	12
2575	101	1	female	closed	3	two+	5	17
2576	217	2	female	closed	2	two+	10	13
2577	76	4	female	closed	3	two+	5	15
2578	160	6	female	open	3	one	7	14
2579	102	7	female	closed	3	two+	4	14
2580	100	8	female	closed	2	one	5	16
2581	123	9	female	closed	2	two+	1	18
2582	237	10	female	open	3	two+	14	7
2583	95	2	male	closed	2	one	4	18
2584	104	4	male	closed	2	two+	0	16
2585	126	6	male	closed	2	two+	2	14
2586	193	9	male	open	5	two+	11	9
2587	546	10	male	open	6	one	5	8
2588	251	1	male	open	4	two+	15	7
2589	156	2	male	closed	2	two+	4	18
2590	118	3	male	closed	3	one	9	15
2591	147	7	male	closed	2	one	1	16
2592	217	8	male	open	3	two+	12	10
2593	149	9	male	closed	2	one	4	14
2594	307	10	male	open	3	two+	11	5
2595	268	1	female	closed	3	one	7	16
2596	138	3	female	closed	2	two+	8	9
2597	86	4	female	closed	2	one	0	10
2598	217	5	female	open	2	two+	3	15
2599	263	6	female	closed	3	one	7	15
2600	139	7	female	closed	2	two+	9	16
2601	76	8	female	closed	1	one	4	15
2602	572	10	female	closed	7	one	2	11
2603	348	1	male	closed	3	two+	7	16
2604	185	2	male	closed	2	one	4	16
2605	168	3	male	closed	3	one	5	13
2606	159	4	male	closed	2	two+	1	16
2607	320	5	male	open	3	two+	8	10
2608	336	6	male	open	6	two+	9	13
2609	135	8	male	closed	2	two+	0	17
2610	203	9	male	open	3	two+	8	11
2611	397	10	male	closed	2	one	5	14
2612	44	2	female	closed	2	two+	3	17
2613	132	3	female	closed	3	one	6	13
2614	97	4	female	closed	2	one	1	16
2615	170	5	female	open	3	two+	7	12
2616	98	6	female	closed	2	one	1	18
2617	137	7	female	closed	3	one	7	16
2618	155	8	female	open	4	two+	8	11
2619	181	9	female	closed	2	one	10	17
2620	355	10	female	closed	2	one	4	16
2621	160	1	female	closed	3	one	7	16
2622	357	3	female	open	7	two+	18	1
2623	227	4	female	open	3	one	1	12
2624	368	5	female	closed	3	one	4	14
2625	706	6	female	open	6	two+	14	8
2626	69	7	female	closed	1	one	6	18
2627	59	8	female	closed	1	one	4	15
2628	199	9	female	open	3	two+	1	15
2629	290	10	female	open	5	two+	14	6
2630	160	1	male	closed	3	one	7	16
2631	182	2	male	closed	3	one	6	16
2632	148	3	male	closed	3	two+	10	16
2633	175	4	male	closed	3	one	6	16
2634	367	5	male	open	7	two+	15	8
2635	215	6	male	open	3	one	8	8
2636	140	8	male	closed	4	one	7	12
2637	69	9	male	closed	2	one	4	17
2638	211	10	male	closed	3	one	10	14
2639	212	2	male	closed	2	two+	3	15
2640	227	3	male	closed	3	one	6	17
2641	130	5	male	closed	3	one	9	13
2642	130	6	male	closed	2	one	5	16
2643	280	9	male	open	5	two+	8	11
2644	486	10	male	open	5	two+	8	9
2645	482	1	female	open	6	two+	19	3
2646	496	2	female	open	3	one	2	11
2647	364	5	female	closed	2	one	1	11
2648	319	6	female	closed	4	one	10	11
2649	134	8	female	closed	2	two+	3	18
2650	343	9	female	open	5	two+	14	8
2651	186	10	female	closed	2	one	2	15
2652	231	1	male	unclear	3	one	7	15
2653	183	2	male	closed	3	two+	8	15
2654	307	3	male	open	8	two+	15	8
2655	342	4	male	open	4	two+	7	9
2656	94	5	male	closed	3	one	3	17
2657	174	6	male	open	4	two+	9	11
2658	116	7	male	closed	3	one	8	13
2659	140	8	male	closed	3	one	4	17
2660	79	9	male	closed	3	one	4	16
2661	183	10	male	closed	2	one	6	15
2662	167	3	female	closed	2	one	6	15
2663	240	4	female	open	3	two+	3	14
2664	125	5	female	closed	1	one	3	18
2665	181	6	female	open	2	two+	5	15
2666	273	7	female	closed	7	two+	9	12
2667	116	8	female	closed	2	one	7	15
2668	346	10	female	open	3	two+	12	11
2669	245	1	female	closed	4	one	11	12
2670	204	2	female	open	3	one	4	12
2671	73	3	female	closed	2	two+	6	16
2672	61	4	female	closed	1	one	2	17
2673	94	5	female	open	3	two+	5	15
2674	49	6	female	closed	1	one	2	17
2675	330	7	female	open	7	two+	7	12
2676	68	9	female	closed	2	one	0	17
2677	370	10	female	open	5	two+	14	7
2678	105	2	female	closed	1	one	5	14
2679	209	4	female	open	4	two+	13	9
2680	81	5	female	closed	2	two+	2	18
2681	185	6	female	open	3	two+	11	9
2682	426	7	female	open	5	two+	5	7
2683	141	8	female	closed	2	one	4	16
2684	174	9	female	closed	2	one	10	11
2685	244	10	female	closed	2	one	3	10
2686	70	1	female	closed	2	two+	7	16
2687	66	2	female	closed	1	one	2	17
2688	233	4	female	closed	4	one	7	11
2689	151	5	female	closed	2	two+	2	17
2690	180	6	female	open	3	two+	7	12
2691	203	7	female	closed	3	two+	6	13
2692	124	9	female	closed	2	one	6	16
2693	280	10	female	open	2	two+	8	14
2694	191	3	female	open	3	two+	9	12
2695	118	4	female	number	2	one	8	14
2696	89	5	female	closed	2	two+	5	17
2697	188	6	female	closed	3	one	6	13
2698	127	7	female	closed	2	one	8	15
2699	202	8	female	open	2	two+	4	16
2700	109	9	female	closed	2	two+	5	18
2701	155	10	female	open	2	two+	5	14
2702	126	1	male	closed	2	two+	7	16
2703	104	2	male	closed	1	one	2	17
2704	274	3	male	open	3	two+	16	6
2705	95	4	male	closed	2	one	5	16
2706	114	5	male	closed	2	one	3	16
2707	178	6	male	closed	2	one	5	16
2708	110	7	male	open	3	one	11	13
2709	96	8	male	closed	2	one	1	15
2710	148	9	male	closed	3	one	8	13
2711	118	1	male	closed	2	one	7	16
2712	176	3	male	closed	3	one	4	17
2713	150	4	male	open	4	two+	11	11
2714	132	5	male	closed	2	one	3	16
2715	103	6	male	closed	2	one	2	18
2716	275	7	male	open	5	two+	17	3
2717	127	8	male	closed	3	one	2	17
2718	63	9	male	closed	2	two+	4	18
2719	452	10	male	open	5	two+	14	7
2720	147	1	male	closed	2	one	7	16
2721	253	3	male	open	4	two+	9	13
2722	486	6	male	open	3	two+	6	12
2723	79	8	male	open	3	two+	4	15
2724	519	10	male	open	5	two+	15	9
2725	171	2	male	closed	2	one	1	18
2726	83	4	male	closed	3	two+	8	14
2727	205	5	male	closed	3	one	8	11
2728	227	8	male	open	4	two+	8	11
2729	179	9	male	closed	2	two+	8	15
2730	323	10	male	open	3	two+	10	11
2731	359	1	female	open	3	two+	15	7
2732	371	2	female	open	4	two+	6	9
2733	165	3	female	closed	2	one	7	18
2734	188	4	female	open	3	two+	8	13
2735	284	6	female	open	5	two+	14	6
2736	252	7	female	closed	2	one	5	13
2737	115	8	female	closed	3	one	4	17
2738	205	9	female	closed	2	one	4	18
2739	185	10	female	closed	3	one	4	15
2740	109	1	female	closed	2	one	5	17
2741	69	3	female	closed	2	one	5	17
2742	107	4	female	closed	1	one	1	17
2743	169	6	female	closed	2	one	8	14
2744	90	7	female	closed	2	one	9	14
2745	91	9	female	closed	2	two+	2	17
2746	193	10	female	open	3	two+	6	14
2747	138	2	male	closed	1	one	1	17
2748	170	3	male	open	3	two+	9	14
2749	324	5	male	open	3	one	7	12
2750	342	6	male	open	2	two+	4	13
2751	251	7	male	closed	4	one	12	10
2752	166	8	male	closed	2	two+	3	16
2753	396	10	male	open	4	one	14	6
2754	89	1	male	closed	2	one	5	17
2755	38	2	male	closed	1	one	1	17
2756	52	4	male	closed	2	one	0	13
2757	48	5	male	closed	2	two+	2	15
2758	77	6	male	closed	1	one	3	17
2759	179	7	male	open	3	two+	5	14
2760	187	8	male	closed	3	one	5	15
2761	169	9	male	closed	2	one	6	18
2762	230	10	male	open	2	two+	3	15
2763	199	1	female	open	4	two+	8	15
2764	122	2	female	open	3	two+	8	11
2765	180	3	female	closed	3	one	1	14
2766	109	4	female	closed	3	two+	3	17
2767	369	5	female	open	4	two+	11	10
2768	238	6	female	open	3	two+	7	15
2769	141	7	female	open	3	one	13	11
2770	77	8	female	closed	2	one	2	18
2771	361	9	female	open	7	two+	8	11
2772	493	1	male	open	7	two+	16	6
2773	223	2	male	closed	2	one	5	13
2774	97	3	male	closed	2	one	4	16
2775	79	4	male	closed	1	one	2	15
2776	86	5	male	closed	3	one	3	15
2777	346	8	male	open	6	one	10	8
2778	66	9	male	closed	2	one	1	18
2779	236	10	male	open	4	two+	9	10
2780	146	1	female	open	4	one	10	13
2781	53	3	female	open	2	two+	0	15
2782	297	4	female	closed	3	one	5	13
2783	81	5	female	closed	3	one	4	17
2784	62	6	female	closed	2	two+	6	16
2785	190	8	female	number	3	one	6	15
2786	261	9	female	open	4	two+	12	8
2787	275	10	female	open	4	two+	8	13
2788	180	2	male	closed	3	one	7	17
2789	114	3	male	closed	3	one	4	16
2790	70	4	male	closed	2	one	4	18
2791	327	6	male	open	4	two+	5	12
2792	113	7	male	closed	2	two+	3	18
2793	192	8	male	closed	2	one	6	14
2794	195	9	male	closed	2	one	3	16
2795	191	10	male	open	2	two+	10	14
2796	124	1	male	open	2	two+	8	14
2797	83	2	male	closed	2	one	5	17
2798	29	3	male	closed	1	one	1	17
2799	160	4	male	open	4	one	5	15
2800	86	5	male	closed	1	one	4	17
2801	264	6	male	open	4	one	13	10
2802	171	8	male	closed	4	one	7	14
2803	167	9	male	closed	2	one	12	17
2804	415	10	male	propname	5	one	17	3
2805	352	1	female	open	3	two+	13	9
2806	238	2	female	closed	2	two+	5	16
2807	194	3	female	closed	2	one	1	18
2808	643	4	female	open	4	two+	11	8
2809	180	5	female	closed	3	one	8	14
2810	167	6	female	closed	2	one	2	18
2811	126	7	female	closed	2	one	4	16
2812	144	8	female	closed	2	one	1	16
2813	200	9	female	closed	3	one	4	16
2814	167	10	female	closed	2	two+	2	17
2815	203	1	female	open	4	two+	14	8
2816	184	2	female	open	3	two+	6	11
2817	126	3	female	open	2	two+	6	16
2818	121	4	female	open	2	two+	7	15
2819	115	5	female	closed	3	one	7	15
2820	110	6	female	closed	3	one	5	16
2821	203	7	female	closed	3	two+	7	15
2822	30	8	female	closed	1	one	3	17
2823	333	9	female	open	5	two+	12	7
2824	295	10	female	open	2	two+	7	9
2825	173	1	female	closed	2	one	7	15
2826	47	2	female	closed	1	one	2	17
2827	289	3	female	open	4	two+	7	14
2828	164	4	female	open	3	one	12	8
2829	95	5	female	closed	2	one	7	15
2830	94	6	female	closed	1	one	2	17
2831	978	7	female	open	7	two+	16	3
2832	344	8	female	open	4	two+	3	12
2833	302	10	female	closed	6	one	6	12
2834	118	1	male	closed	2	one	7	15
2835	209	3	male	open	3	one	9	15
2836	144	4	male	closed	2	one	8	17
2837	119	5	male	closed	2	two+	11	17
2838	164	6	male	open	3	one	10	15
2839	267	7	male	closed	3	two+	6	14
2840	61	8	male	closed	3	two+	8	15
2841	86	9	male	closed	2	two+	1	16
2842	357	1	male	open	2	two+	7	15
2843	122	2	male	closed	3	two+	12	14
2844	123	3	male	closed	2	one	4	18
2845	161	5	male	closed	2	two+	3	17
2846	254	6	male	closed	5	one	9	12
2847	81	7	male	closed	1	one	2	17
2848	175	8	male	open	3	two+	10	7
2849	164	9	male	closed	3	two+	1	15
2850	289	10	male	closed	2	one	5	13
2851	86	1	male	open	2	two+	7	15
2852	75	2	male	closed	2	two+	5	16
2853	211	3	male	open	3	two+	5	12
2854	121	4	male	open	3	two+	11	15
2855	156	5	male	open	3	two+	9	12
